0.1|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.5|2.2|166.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|3|Magus|1|2|4|9|1.40|0.90|1.40|12.0|12.0|333.4|0.61|70.00|110.70|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|1
0.1|4|PunyAss|1|3|8|4|1.80|1.30|0.90|22.6|2.2|163.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|226.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|0|Wanderer|1|5|10|0|2.00|1.50|0.50|2.6|2.2|153.4|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.5|2.2|168.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|3|Magus|1|2|4|9|1.40|0.90|1.40|12.0|12.0|333.4|0.51|70.00|111.40|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.2|4|PunyAss|1|3|8|4|1.80|1.30|0.90|22.6|2.2|165.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|286.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|0|Wanderer|1|5|10|0|2.00|1.50|0.50|2.7|2.4|153.4|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.3|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.6|2.3|168.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
