0.1|3|Wanderer|1|5|10|0|2.00|1.50|0.50|17.4|22.8|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.61|70.00|110.70|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|1
0.1|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|45.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.5|1.8|345.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.5|1.8|345.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.1|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.5|1.8|347.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|3|Wanderer|1|5|10|0|2.00|1.50|0.50|17.3|22.7|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.51|70.00|111.40|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.2|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|105.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.2|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.5|1.8|347.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.3|3|Wanderer|1|5|10|0|2.00|1.50|0.50|17.1|22.5|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.3|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.41|70.00|112.10|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.3|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|165.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.3|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.7|347.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.3|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.7|347.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.4|3|Wanderer|1|5|10|0|2.00|1.50|0.50|17.0|22.4|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.4|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.31|70.00|112.80|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.4|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|225.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.4|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.7|349.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.4|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.7|349.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.5|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.9|22.2|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.5|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.21|70.00|113.50|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.5|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|285.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.5|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.5|349.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.5|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.5|349.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.6|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.8|22.0|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.6|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.11|70.00|114.20|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.6|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|345.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.6|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.5|351.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.6|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.5|351.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.7|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.7|21.9|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.7|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|0.01|70.00|114.90|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.7|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|45.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.7|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.3|351.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.7|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.3|351.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.8|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.6|21.7|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.8|4|Magus|1|2|4|9|1.40|0.90|1.40|12.4|11.7|226.4|-0.09|70.00|115.60|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
0.8|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|105.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.8|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.4|1.3|353.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.8|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.4|1.3|353.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.9|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.4|21.5|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.9|4|Magus|1|2|4|9|1.40|0.90|1.40|12.0|12.0|226.4|0.61|70.00|86.30|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|1
0.9|1|Brutus|1|7|5|3|1.50|1.00|0.80|7.5|23.0|165.0|0.00|120.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.9|2|Tutorius|1|5|7|3|1.70|1.20|0.80|12.3|1.2|353.0|0.00|100.00|80.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
0.9|0|PunyAss|1|3|8|4|1.80|1.30|0.90|2.3|1.1|353.0|0.00|80.00|90.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.0|3|Wanderer|1|5|10|0|2.00|1.50|0.50|16.3|21.4|324.1|0.00|100.00|50.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.0|4|Magus|1|2|4|9|1.40|0.90|1.40|12.0|12.0|226.4|0.51|70.00|87.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|9
